IDLavorazione,IDArticolo,IDParam,Tipo_Param,Attrezzi_Param,Impostazione_Param,Param1,Param2,Param3,OP,DOC,DUM,Param4,Param5,Param6,Param7,Param8,Param9
PIE,MENS_INT_1000,64,MENS_INT_1000,p.145.85.r08,T8 90°,,100,,OSCAR P,15/09/2021 10:47:40,15/09/2021 10:48:10,,,,,,
PIE,MENS_1000_SX_02,67,MENS_1000_SX,p.145.85.r08,T8 90°,,100,,OSCAR P,15/09/2021 12:17:45,15/09/2021 12:18:27,,,,,,
PIE,MENS_700_DX_02,69,MENS_700_DX_02,p.145.85.r08,T8 90°,,100,,OSCAR P,15/09/2021 15:28:29,16/09/2021 13:57:09,,,,,,
PIE,MENS_700_SX_02,70,MENS_700_SX_02,p.145.85.r08,T8 90°,,100,,OSCAR P,15/09/2021 15:30:52,15/09/2021 15:31:34,,,,,,
PIE,677670,73,677670,14 88gradi,T8,NO,100,fare numero 5 pieghe2 in testa e 3 nei lati lunghi  copiare i passi nel programma 677667 piega dany,DANIELE,16/09/2021 10:52:47,16/09/2021 10:57:33,,,,,,
PIE,677667,74,677667,14 88gradi,T8,NO,100,programma registrato nella piega daniele cin il nome 677667,DANIELE,16/09/2021 10:57:52,16/09/2021 10:58:43,,,,,,
PIE,FNX0253011,75,,,,,,la piega in testa farla 70 invece di 71(finisce troppo interna),JARRI,16/09/2021 12:49:44,16/09/2021 12:51:39,,,,,,
PIE,C0041TRFIS001,76,c0041trfis00q1,punzone 10.175,T8,NO,100,fare 2 pieghe (avnti avnti),DANIELE,16/09/2021 13:49:04,16/09/2021 13:50:16,,,,,,
PIE,7096712-01,78,7096712-01,PS.134.30.R0.8,CAVA X DA 16,,100,,OSCAR P,17/09/2021 09:16:49,17/09/2021 09:17:28,,,,,,
PIE,7096712-03,79,7096712-03,PS.134.30.R0.8,CAVA X DA 16,,100,,OSCAR P,17/09/2021 09:40:05,17/09/2021 09:40:25,,,,,,
PIE,7096710,80,7096710,PS.134.30.R0.8,T10 90°,,100,,OSCAR P,17/09/2021 10:17:35,17/09/2021 10:18:21,,,,,,
PIE,FNX0256553,81,FNX0256553,PS.134.30.R0.8,T12 90°,,,,OSCAR P,17/09/2021 11:25:42,17/09/2021 11:26:21,,,,,,
PIE,FNX0253668,82,FNX0253668,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,17/09/2021 12:22:11,17/09/2021 12:22:40,,,,,,
PIE,FNX0251173,83,fnx0251173,DL 46,T12,NO,NO,"Utensili 90°, coniatura 2 tonnellate --- Carlo",CARLO,17/09/2021 13:53:05,17/09/2021 13:54:52,,,,,,
PIE,MMK011SCFE071,86,MNK011SCFE071,punzone 10.175,T8,NO,100,FARE UNA PIEGA L A CONIARE,DANIELE,18/09/2021 10:54:35,18/09/2021 10:55:43,,,,,,
PIE,MMK011SCFE070,87,MNK011SCFE070,punzone 10.175,T8,NO,100,FARE UNA PIEGA A L (CONIARE),DANIELE,18/09/2021 10:55:57,18/09/2021 10:56:57,,,,,,
PIE,XLM785CR064,88,Xlm85cr064,14,t10,,100,fare una piega ad L (CONIARE),DANIELE,20/09/2021 10:36:31,20/09/2021 10:37:39,,,,,,
PIE,677668,91,677668,14 90°,T8 90°,,100,,OSCAR P,20/09/2021 12:26:51,20/09/2021 12:27:27,,,,,,
PIE,677675,92,677675,14 90°,T8 90°,,100,,OSCAR P,20/09/2021 12:27:38,20/09/2021 12:27:55,,,,,,
PIE,604228,94,604228,14 88gradi,T 10,NO,100,fare una piega lato lungo girare pezzo e fare piega nell altro lato lungo,DANIELE,21/09/2021 08:25:28,21/09/2021 08:27:17,,,,,,
PIE,6LAMMT103,95,6LAMMT103,14 88gradi,T 10,NO,100,FARE UNA PIEFGA AD L,DANIELE,21/09/2021 09:19:44,21/09/2021 09:20:26,,,,,,
PIE,FNX0256891,96,FNX0256891,PS.134.30.R0.8,T6 35°,,100,,OSCAR P,21/09/2021 09:37:16,21/09/2021 09:37:58,,,,,,
PIE,GSJ8600791,97,GSJ8600791,p.145.85.r08,X 16,NO,NO,"utilizzare piegatrice ibrida o hfb 125/30,oppure hfb s100/30 prima cava 16 poi ripassare con la 22",JARRI,21/09/2021 09:43:42,21/09/2021 15:30:57,,,,,,
PIE,FNZ0100244,99,bs-fnz0100244,14 88gradi,T 10,,doppio,girare coltello,JARRI,21/09/2021 10:44:13,21/09/2021 10:45:37,,,,,,
PIE,FNX0257680,101,FNX0257680,14 88gradi,T 10,NO,100,FARE NUMERO 5 PIEGHE 2 INTESTA DA ENTRAMBE I LATI E UNA NEL LATO LUNGO,DANIELE,21/09/2021 13:44:08,21/09/2021 13:46:15,,,,,,
PIE,FNZ0050818,107,FNZ0050818,14,T12 90°,,,Fattibile in coniatura 12/15 tonnellate - Carlo,CARLO,21/09/2021 14:24:13,21/09/2021 14:27:57,,,,,,
PIE,LM930210_11100,115,LM930210_11100,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,22/09/2021 08:06:29,22/09/2021 08:10:14,,,,,,
PIE,LM930211_11100,117,LM930211_11100,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,22/09/2021 08:09:05,22/09/2021 08:10:47,,,,,,
PIE,604229,118,604229,14 90°,T 10,NO,100,fare 2 pieghe lato lungo .coltello girato,DANIELE,22/09/2021 08:16:48,22/09/2021 08:17:45,,,,,,
PIE,LM930188_11100,119,LM930188_1110,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,22/09/2021 08:23:10,22/09/2021 08:23:57,,,,,,
PIE,LM930189_11100,120,LM930189_11100,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,22/09/2021 08:24:04,22/09/2021 08:24:30,,,,,,
PIE,FNX2530884_01,121,FNX2530884_01,ROLLERIPS134.30,T 10,NO,100,2 STAZIONI:400-300(TOGLIERE INTERMEDI PER TUTTO LO SPAZIO TRA LE DUE STAZIONI).2 PASSAGGI,JARRI,22/09/2021 09:44:24,22/09/2021 11:13:03,,,,,,
PIE,LM930192,122,LM930192,PS.134.30.R0.8,60X60 CAVA 22,,100,,OSCAR P,22/09/2021 09:46:49,22/09/2021 09:47:39,,,,,,
PIE,CRP0670_01,123,CRP0670_01,PS.134.30.R0.8,60X60 CAVA 22,,100,,OSCAR P,22/09/2021 10:12:57,22/09/2021 10:13:21,,,,,,
PIE,LM930258,124,LM930258,PS.134.30.R0.8,60X60 CAVA 22,,,,OSCAR P,22/09/2021 10:13:36,22/09/2021 10:14:07,,,,,,
PIE,LM930259,125,LM930259,PS.134.30.R0.8,60X60 CAVA 22,,100,,OSCAR P,22/09/2021 10:14:18,22/09/2021 10:15:04,,,,,,
PIE,674598,126,1205A2298,S1995,X 16,NO,100,fare numero 3 pieghe programma saalvato nella piega di Daniele,DANIELE,22/09/2021 10:29:40,22/09/2021 10:30:54,,,,,,
PIE,1208P0707,127,120P0707,PS.134.30.R0.8,60X60 CAVA 16,,100,,OSCAR P,22/09/2021 10:57:17,22/09/2021 10:58:18,,,,,,
PIE,PP313989,128,PP313989,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,22/09/2021 11:04:20,22/09/2021 11:04:45,,,,,,
PIE,LM930194,130,LM930194,p.145.85.r08,60X60 CAVA 22,,100,,OSCAR P,22/09/2021 11:29:22,22/09/2021 11:29:51,,,,,,
PIE,FNAB580423,136,FNAB580423,TOP.175.85.R08,60X60 CAVA 50,,100,Fare spazio fra gli intermedi per far passare il pezzo.,OSCAR P,23/09/2021 09:53:16,23/09/2021 09:56:06,,,,,,
PIE,1205N0842,137,1205N0842,14 90°,T12 90°,,,Coniatura ultime due pieghe a 90° - 2 tonnellate. Controllare misura interna 59 +- 0.5,CARLO,23/09/2021 15:02:14,23/09/2021 15:04:03,,,,,,
PIE,FNY8382783,138,FNY8382783,PS.134.30.R0.8,T25 60°,,100,,OSCAR P,23/09/2021 15:10:33,23/09/2021 15:11:43,,,,,,
PIE,FNY8382782,139,FNY8382782,PS.134.30.R0.8,T25 60°,,100,,OSCAR P,23/09/2021 15:11:50,23/09/2021 15:12:26,,,,,,
PIE,FNX2530170,142,FNX2530170,1995,T 10,NO,100,METTERE 2 STAZIONI LA PRIMA PUNZONE 50 E MATRICE 50 LA SECONDA PUNZONE 20 E MATRICE 20,DANIELE,24/09/2021 09:08:00,24/09/2021 09:09:39,,,,,,
PIE,9016106520,147,9016106520,PS.134.30.R0.8,60X60 CAVA 16,,100,Intermedio e coltello vanno girati,OSCAR P,27/09/2021 16:01:18,27/09/2021 16:02:24,,,,,,
PIE,LM930209_11100,148,LM930209_11100,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,28/09/2021 07:23:35,28/09/2021 07:24:14,,,,,,
PIE,LM930208,149,LM930208,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,28/09/2021 07:28:54,28/09/2021 07:29:29,,,,,,
PIE,LM930186,150,LM930186,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,28/09/2021 07:41:40,28/09/2021 07:42:26,,,,,,
PIE,9210-0177,151,9210-0177,PS.134.30.R0.8,T8 90°,,100,,OSCAR P,28/09/2021 07:54:35,28/09/2021 07:54:57,,,,,,
PIE,9210-0031,152,9210-0031,Z4,Z4,,,PER PRIMO PASSAGGIO,OSCAR P,28/09/2021 11:55:19,10/10/2022 09:34:21,,,,,,
PIE,FNY8380114_01,153,FNY8380114_01,14 88°,T25 60°,,100,,OSCAR P,28/09/2021 12:33:05,28/09/2021 12:33:54,,,,,,
PIE,FNY8210380,154,FNY8210380,1995,T20 88°,,100,,OSCAR P,28/09/2021 13:56:34,28/09/2021 13:57:12,,,,,,
PIE,FNX2286369,155,FNX2286369,PS.134.30.R0.8,T10 90°,,100,,OSCAR P,28/09/2021 14:41:15,28/09/2021 14:41:44,,,,,,
PIE,121198,156,1211198,14 88°,T8 90°,,100,,OSCAR P,28/09/2021 14:56:33,28/09/2021 14:56:58,,,,,,
PIE,121081,160,121081,punzone 10.175,cava t8,NO,100,fare un tot di 5 pieghe coltello nn girato usare la scarpetta dx .programma salvato piega dani,DANIELE,29/09/2021 07:57:56,29/09/2021 08:00:55,,,,,,
PIE,FNY8153422,164,FNY8153422,spillo 104,T12 90°,NO,100,"4 stazioni per secondo passaggio-prima 95,seconda 50,terza 130,quarta 100.punzoni e matrici uguali",JARRI,29/09/2021 09:40:20,29/09/2021 09:43:04,,,,,,
PIE,50004224,165,50004224,1995,60X60 CAVA 22,NO,100,piegab ad L,DANIELE,29/09/2021 10:03:04,29/09/2021 10:03:48,,,,,,
PIE,1206K0491,166,120K0491,S1995,60X60 CAVA 22,NO,100,FARE UNA PIEGA L,DANIELE,29/09/2021 11:52:30,29/09/2021 11:53:09,,,,,,
PIE,1214L1168,167,121L1168,1995,60X60 CAVA 22,NO,100,FARE UNA PIEGA L,DANIELE,29/09/2021 12:07:14,29/09/2021 12:07:47,,,,,,
PIE,121184,168,121184,p.145.85.r08,T12 90°,,100,,OSCAR P,29/09/2021 14:16:08,29/09/2021 14:19:19,,,,,,
PIE,FNX0255015,172,FNX0255015,1995,T25 60°,NO,100,FARE 4 PIEGHE,DANIELE,30/09/2021 09:21:28,30/09/2021 09:24:23,,,,,,
PIE,MC01783A2,173,MC01783A2,PS.134.30.R0.8,T6 35°,,100,Mettere gomma sulla cava,OSCAR P,30/09/2021 09:56:42,30/09/2021 09:57:38,,,,,,
PIE,MC01788A1,174,MC01788A1,14 88°,T8 90°,,100,,OSCAR P,30/09/2021 10:37:40,30/09/2021 10:38:10,,,,,,
PIE,FNY8580153,175,FNY8580153,1995,60X60 CAVA 35,NO,100,FARE UNA PIEGA AD L,DANIELE,30/09/2021 10:43:49,30/09/2021 10:44:46,,,,,,
PIE,1214L0395,176,1214L0395,1995,60X60 CAVA 22,NO,100,FARE NUMERO 2 PIEGHE,DANIELE,30/09/2021 14:47:10,30/09/2021 14:48:15,,,,,,
PIE,FNX0257458,178,FNX0257458,1995,V25,NO,100,fare numero 3 pieghe programma saalvato nella piega di Daniele,DANIELE,01/10/2021 08:13:10,01/10/2021 08:14:11,,,,,,
PIE,1214L0810,179,1214L0810,1995,60X60 CAVA 35,NO,100,FARE UNA PIEGA L,DANIELE,01/10/2021 09:23:47,01/10/2021 09:24:28,,,,,,
PIE,FNX0257797_01,180,FNX0257797,1995,60X60 CAVA 35,NO,100,FARE UNA PIEGA AD L,DANIELE,01/10/2021 10:19:46,01/10/2021 10:20:29,,,,,,
PIE,1214L0951,181,1214L0951,1995,60X60 CAVA 22,NO,100,fare 2 piege a 90,DANIELE,01/10/2021 12:26:00,01/10/2021 12:26:31,,,,,,
PIE,FNX0251116,182,FNX0251116,1995,T25 60°,NO,100,FARE UNA PIEGA AD L,DANIELE,01/10/2021 13:59:57,01/10/2021 14:00:49,,,,,,
PIE,1214L0884,185,1214L0884,1995,T25 60°,NO,100,FARE NUMERO 2 PIEGA A 90,DANIELE,04/10/2021 10:48:51,04/10/2021 10:49:47,,,,,,
PIE,CRC2X_FON,190,CRC2X_FON,1995,T6 35°,NO,100,FARE NUMERO 4 PIEGHE PROG SALV NELLA PIEGHA DI DANIELE,DANIELE,05/10/2021 08:16:39,05/10/2021 08:17:51,,,,,,
PIE,1209L0039,192,1209L0039,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,05/10/2021 11:07:19,05/10/2021 11:07:48,,,,,,
PIE,FNZ8050651,193,FNZ8050651,ROLLERIPS134.30,T12,NO,100,"attenzione al verso delle svasature,2 stazioni 470 punz/matr & 200 punz matr 40 e 50",JARRI,05/10/2021 12:01:34,05/10/2021 12:19:30,,,,,,
PIE,9011909100,197,9011909100,PS.134.30.R0.8,T10 90°,SI,100,,OSCAR P,05/10/2021 14:17:53,05/10/2021 14:18:30,,,,,,
PIE,OMEGA200_3,198,OMEGA200_3,1995,v10,NO,100,FARE 3 PIEGHE,DANIELE,05/10/2021 15:13:27,05/10/2021 15:31:03,,,,,,
PIE,OMEGA200_1,199,OMEGA200_1,1995,v10,SI,100,FARE N 4 PIEGHE,DANIELE,05/10/2021 15:25:35,05/10/2021 15:26:23,,,,,,
PIE,OMEGA200_2,200,OMEGA200_2,1995,v10,NO,100,FARE NUMERO 4 PIEGHE,DANIELE,05/10/2021 15:26:59,05/10/2021 15:27:37,,,,,,
PIE,121181,201,121181,p.145.85.r08,T8 90°,no,NO,"Due stazioni: 370 e 220 (100+100+20) - cava 835 --- Alternativa a 10.175, il materiale si rovina",CARLO,06/10/2021 09:46:15,06/10/2021 11:43:24,,,,,,
PIE,9011260800,202,9011260800,PS.134.30.R0.8,T10 90°,,100,,OSCAR P,06/10/2021 10:09:35,06/10/2021 10:11:05,,,,,,
PIE,FNY8582640,203,FNY8582640,1995,T12,NO,100,FARE N 2 PIEGHE,DANIELE,06/10/2021 10:41:59,06/10/2021 10:43:05,,,,,,
PIE,FNX0258911,204,FNX0258911,1995,60X60 CAVA 35,NO,100,FARE 2 PIEGHE AD L,DANIELE,06/10/2021 11:46:54,06/10/2021 11:47:41,,,,,,
PIE,50015463,205,50015463,1995,T 10,NO,100,FARE 2 PIEGHE UNA A 90 E UNA A GRADI,DANIELE,06/10/2021 15:11:52,06/10/2021 15:12:54,,,,,,
PIE,1214L1140,209,1214L1140,1995,T25 60°,NO,100,FARE UNA PIEGA,DANIELE,07/10/2021 09:27:32,07/10/2021 09:28:13,,,,,,
PIE,FNX0258418,211,FNX0258418,1995,60X60 CAVA 22,NO,100,fare una piega a L,DANIELE,07/10/2021 09:29:04,07/10/2021 09:29:41,,,,,,
PIE,OV312163,212,OV312163,14 90°,T12 90°,NO,NO,Fare attenzione al verso di laminazione - Coniatura con basse tonnellate //  alternativa a spillo,CARLO,07/10/2021 09:30:30,07/10/2021 09:33:48,,,,,,
PIE,121310,218,121310,Z4,Z4,NO,100,FARE UNA PIEGA CON X 36 SALV.PIEGA DANIELE,DANIELE,07/10/2021 14:02:58,07/10/2021 14:04:31,,,,,,
PIE,FNX0258753,219,FNX0258753,coltello 14 88,T 10,NO,100,FARE NUMERO 6 PIEGHE .INTERMEDIO GIRATO,DANIELE,07/10/2021 15:45:50,07/10/2021 15:46:39,,,,,,
PIE,OV327790,223,OV327790,S1995,T12 90°,NO,NO,Prima piega da 75mm a gradi - piega da 25 - ripasso a 90° - piega da 30 finale,CARLO,08/10/2021 11:30:33,08/10/2021 11:33:13,,,,,,
PIE,121084,228,121084,14 88°,T8,NO,100,fare 3 pieghe prog salv piega daniele,DANIELE,11/10/2021 09:10:56,11/10/2021 09:11:48,,,,,,
PIE,605543,229,605543,R.10,V.32 45°,,100,,OSCAR P,11/10/2021 09:30:33,11/10/2021 09:32:00,,,,,,
PIE,LM930142,232,LM930142,PS.134.30.R0.8,T8 90°,,100,,OSCAR P,12/10/2021 09:07:16,12/10/2021 09:07:40,,,,,,
PIE,FNX2282380_01,234,FNX2282380_01,PS.134.30.R0.8,T.10 35°,,100,,OSCAR P,12/10/2021 11:59:15,12/10/2021 12:00:08,,,,,,
PIE,FNZ8050611_01,235,FNZ8050611_01,PS.134.30.R0.8,T.10 35°,,100,,OSCAR P,12/10/2021 12:00:34,12/10/2021 12:01:07,,,,,,
PIE,605544,236,605544,14 88°,cava t8,NO,100,FARE NUMERO 2 PIEGHE,DANIELE,12/10/2021 14:58:26,12/10/2021 14:59:06,,,,,,
PIE,1208P0977,237,1208P0977,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,12/10/2021 15:55:06,12/10/2021 15:55:37,,,,,,
PIE,FNX2282382,238,FNX2282382,PS.134.30.R0.8,T12 90°,,100,,OSCAR P,12/10/2021 16:13:34,12/10/2021 16:14:01,,,,,,
PIE,FNZ0201994_01,241,FNZ0201994,14 88°,16,SI,doppio,2 stazioni 240 e 300,JARRI,13/10/2021 09:28:34,13/10/2021 09:29:56,,,,,,
PIE,FNX0252203,242,FNX0252203,14 90°,T12 90°,,100,,OSCAR P,13/10/2021 09:44:30,13/10/2021 09:44:54,,,,,,
PIE,LM930193,243,LM030193,14 88gradi,60X60 CAVA 16,,100,,OSCAR P,13/10/2021 10:15:15,13/10/2021 10:15:42,,,,,,
PIE,FNX0258285,245,FNX02548285,DL 46,60X60 CAVA 16,NO,100,INTERM GIRATO SELEZION SOPRA LUNGH  80  SOTTO LUNGH 90,DANIELE,13/10/2021 12:25:42,13/10/2021 12:27:27,,,,,,
PIE,FNY8155043,246,FNY8155043,PS.134.30.R0.8,T10 90°,,100,,OSCAR P,13/10/2021 15:45:54,13/10/2021 15:46:25,,,,,,
PIE,FNX2280998,247,FNX2280998,PS.134.30.R0.8,T6 35°,,100,,OSCAR P,13/10/2021 16:07:13,13/10/2021 16:07:47,,,,,,
PIE,FNX2284160,253,fnx0258472,14,t10,NO,100,"seguire programma del fnx0258472,il pezzo è quasi identico",JARRI,15/10/2021 10:32:57,14/11/2023 10:11:21,,,,,,
PIE,OV311101,255,OV311101,p.145.85.r08,T10 90°,,,Sequenza pieghe: 25 90° - 70.5  90° - 21.5 132°,CARLO,15/10/2021 11:38:27,15/10/2021 11:40:00,,,,,,
PIE,121087,256,121087,1995,T12 90°,NO,100,fare numero 2 piege programma salvato piega daniele,DANIELE,15/10/2021 11:42:07,15/10/2021 11:43:05,,,,,,
PIE,FNX0258615,259,FNX0258615,@@ da 400,16,NO,100,lasciare buco al centro di c.a. 550 per riprendere pezzo imbarcato,JARRI,15/10/2021 14:21:08,15/10/2021 14:26:01,,,,,,
PIE,NAUTOF_01,266,NAUTOF_01,PS.134.30.R0.8,60X60 CAVA 35,,100,,OSCAR P,18/10/2021 10:08:27,18/10/2021 10:08:54,,,,,,
PIE,OV311682,267,OV311682,14 88°,usare cava speciale da 22,NO,100,impossibile realizzare con la x 16 e con la V25 slabbra il foro,JARRI,18/10/2021 10:20:37,18/10/2021 10:22:50,,,,,,
PIE,9210-0203,268,9210-0203,1995,cava t8,NO,100,programma salv piega daniele sotto nome ventola,DANIELE,18/10/2021 15:24:48,18/10/2021 15:25:41,,,,,,
PIE,FNY8582863,275,FNY8582863,PS.134.30.R0.8,T12 90°,,100,fare ultima piega tenedosi sulla dx della cava lasciando la matrice libera dall'intermedio,JARRI,20/10/2021 12:30:56,27/07/2022 11:21:08,,,,,,
PIE,PP309579,277,PP309579,PS.134.30.R0.8,60X60 CAVA 35,,100,,OSCAR P,21/10/2021 10:38:28,21/10/2021 10:38:53,,,,,,
PIE,FNX0258310,281,FNX0258310,PS.134.30.R0.8,T10 90°,,100,,OSCAR P,22/10/2021 08:22:10,22/10/2021 08:22:33,,,,,,
PIE,FNX0259228,282,FNX0259228,spillo 104 da 405,T25 60°,,100,vedi prog. Jarri,JARRI,22/10/2021 09:45:29,22/12/2021 11:19:47,,,,,,
PIE,125362_02,283,125362,14 88°,T 10,NO,100,"fare numero 2 pieghe misura x a 55,5",DANIELE,22/10/2021 09:50:27,22/10/2021 09:51:22,,,,,,
PIE,FNY8533625,285,FNY8533625,PS.134.30.R0.8,T25 60°,,100,,OSCAR P,22/10/2021 14:30:40,22/10/2021 14:31:02,,,,,,
PIE,121312_01,295,121312,14,cava t8,NO,100,fare numero 6 pieghea coniare prog salv piega daniele,DANIELE,26/10/2021 14:13:14,26/10/2021 14:14:05,,,,,,
PIE,9210-0097,298,9210-0097,S1995,T6 35°,NO,100,FARE NUMERO 2 PIEGHE,DANIELE,27/10/2021 08:22:53,27/10/2021 08:23:45,,,,,,
PIE,IN-26274,301,IN-26274,ROLLERIPS134.30,230.1094,,,il pezzo non è simmetrico,JARRI,28/10/2021 09:22:25,28/10/2021 09:24:36,,,,,,
PIE,FNX0255704,302,FNX0255704,p.145.85.r08,V25,NO,100,"usare spessore da 0,8 sulle battute con le asole corrispondenti(jarri ha già la dima)",JARRI,28/10/2021 10:47:44,28/10/2021 10:50:50,,,,,,
PIE,7785991_01,307,7785991_01,p.145.85.r08,60X60 CAVA 35,NO,100,"lasciare buco per triangoli al centro del pezzo,usare intermedio selezionato(carrello Pasini)da 80",JARRI,29/10/2021 10:40:17,29/10/2021 10:43:36,,,,,,
PIE,OV320680,312,OV320680,14 88°,T8 90°,NO,100,"4 stazioni,vedi prog Jarri",JARRI,02/11/2021 11:04:18,16/03/2022 15:13:55,,,,,,
PIE,9210-0208,315,9210-0208,punzone 10.175,T8 90°,,doppio,Togliere sopralzo matrice  H.55,OSCAR P,02/11/2021 16:23:53,02/11/2021 16:27:04,,,,,,
PIE,1214N0420,316,,,,,,,JARRI,03/11/2021 09:40:41,03/11/2021 09:41:30,,,,,,
PIE,121188,319,121188,punzone 10.175,T8 90°,,100,,OSCAR P,04/11/2021 09:00:11,04/11/2021 09:00:33,,,,,,
PIE,FNX2285733_01,320,FNX2285733_01,"14 88°,r 10,14 88 gradi punta tonda", T12,NO,100,2 passaggi.impossibile fare ultima pieg r10 perché slabbra asola usare 14 a punta tonda,JARRI,04/11/2021 09:19:31,17/01/2023 14:49:40,,,,,,
PIE,FNX0259404,323,FNX0259404,1995,60X60 CAVA 35,NO,100,METTERE 2 MATRICI PER FARE PIEGA E SOPRA COLTELLO LUNGO,DANIELE,05/11/2021 09:42:10,05/11/2021 09:47:20,,,,,,
PIE,0814P1478,324,0814P1478,1995,60X60 CAVA 50,NO,100,FARE UNA PIEGA L,DANIELE,05/11/2021 12:22:50,05/11/2021 12:24:01,,,,,,
